PubCHEM,isosmiles
145710001,CC.CCNC(=NCCCC[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC
145711124,C[N+](C)(C)CCO.C1=CC=C(C=C1)CN2C(=O)/C(=C/C3=CC=C(O3)C4=CC=C(C=C4)C(=O)[O-])/SC2=S
145712239,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)N=C(/C(=N\OC)/C4=CSC(=N4)N)[O-])SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+]
145712264,C[C@@H]1C/C=C\C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@H]4CC[C@@H]([C@H](O4)C)N(C)C
145712265,C[C@@H]1CC[C@H]2C[C@@H](/C(=C\C=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
145712321,CC[C@@H]1[C@H](C2=NC1=CC3=C(C(=C([N-]3)C(=C4[C@H]([C@@H](C(=N4)C=C5C(=C(C(=C2)[N-]5)C(=O)C)C)C)CCC(=O)[O-])CC(=O)OC)C(=O)NCCS(=O)(=O)[O-])C)C.[Pd+2]
145712353,CC[C@@H]1[C@H](/C=C(\C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)OC2[C@H]([C@H]([C@@H]([C@@H](O2)C)O)N(C)C)O)CCN3CCCCC3)C)/C)CN4CCCCC4
145720531,CC(C)C1=CC(=C(C=C1OC2=CN=C(N=C2N)N)S(=O)(=O)N)OC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
145721979,CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OC(C)C
145722011,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CO)N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC4=CNC=N4)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CC(C)C)C(=O)N6CCC[C@H]6C(=O)N7CCC[C@H]7C(=O)N[C@@H](CCCNC(=N)N)C(=O)N8CCC[C@H]8C(=O)N9CCC[C@H]9C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)O)CC(C)C)CO)CO)CO)CO
145722022,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCC(CC5)N(C)C6(CC6)[C@@H]7CCN(C7)C8=C(C9=C(C=C(C(=O)N9C=C8F)C(=O)O)C1CC1)C)/C
145722036,CS(=O)(=O)[O-].CS(=O)(=O)[O-].C1=C[N+](=CC=C1C=NO)C[N+]2=CC=C(C=C2)C=NO
145722049,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)[O-].O.O.[Na+]
145722058,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C(C)O)N
145722385,CC1(CC1)S(=O)(=O)NC(=O)[C@]2(C[C@H]2C(F)F)NC(=O)[C@@H]3C[C@@H]4CN3C(=O)[C@@H](NC(=O)O[C@@H]5CCC[C@H]5OC/C=C\C(C6=NC7=CC=CC=C7N=C6O4)(F)F)C(C)(C)C.O
145722461,C1C[C@@H]([C@H](C1)C(=O)C2=CC=CC=C2O)CC(=O)O
145722473,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=NC(=NC(=N3)N4CCC(CC4)O)N5C=CN=C5
145722610,C[C@@H]([C@H](C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N3CCC[C@@H]3C(=O)N[C@H](CO)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC4=CNC5=CC=CC=C54)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)O)NC(=O)[C@@H](CC6=CNC7=CC=CC=C76)NC(=O)[C@@H](CC8=CNC9=CC=CC=C98)N)O
145722612,C1[C@@H]2[C@@H](C([C@H]3[C@@H](O2)NC4=C(N3)C(=O)NC(=N4)N)(O)O)OP(=O)(O1)O.O.O.Br
145722621,C[C@H]1CC[C@H](CN1C(=O)C=C)NC2=NC=NC3=C2C=CN3.CC1=CC=C(C=C1)S(=O)(=O)O
145722623,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCNC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O
145722629,C1=CC(=NC2=C1C3=C(N2)C=CN=C3)C4=CC(=NC=C4)[18F]
145722633,CNC1=NC=C(C=C1)/C=C/C=C/C2=NC3=C(S2)C=C(C=C3)OCC(C[18F])O
145722637,[2H]C[C@H]1CCC[C@H](N1C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](CC2=CN(C3=CC=CC=C32)C(=O)OC)C(=O)N[C@H](CCCC)C(=O)[O-])C[2H].[Na+]
145875202,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](/C(=C(/C4=N5)\C)/[N-]8)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
145875203,C[C@@H]\1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N/OC)/[C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C
145875206,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(C[C@H]([C@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)O)C)[C@@H]2[C@H]1C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O)O)O)O
145875207,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@@H](O6)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O)O)O)O
145875213,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O
145875217,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl.C1[C@H]([C@@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O.C1[C@H]([C@@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O.Cl
145945090,[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O.[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O.[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O.[Fe].[Fe]
145945099,CC[C@H]1[C@@]2([C@@H]([C@@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@@](C(=O)O1)(C)F)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C
145945107,CCOC1=CC=C(C=C1)CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Na].[Na].[Gd+3]
145946918,CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C(=C[C@H]3[C@@H]2CC(=O)O1)C)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C.CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3C2CC(=O)O1)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C
145948239,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)O)/C=C\C=C\C=C\C=C/4\C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C
145948323,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O.C(C(C(=O)O)O)(C(=O)O)O
145954559,CC1=CC(=NC=C1C2=CC(=NC=C2)C(F)(F)F)[C@H](C)NC3=NC=CC(=N3)N4[C@H](COC4=O)[C@@H](C)F
145975294,CC(C1=CC=C(C=C1)Br)N2CCC(CC2)N3C4=CC=CC=C4NC3=O
145994200,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F.C(C(C(=O)O)O)C(=O)O
145994364,CCC1(CCCC1)OC(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@]3(NC(=O)[C@@H]4C[C@H](CN4C2=O)OC5=C(N=C6C=CC(=CC6=N5)OC)C)C(=O)NS(=O)(=O)C7(CC7)C
145994596,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C(=C(C(=N5)C=C1N2)CCC(=O)O)C)CCC(=O)O)C)C(=C3C)CCC(=O)O)CCC(=O)O
145994598,CC1=CN(C(=O)N=C1O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O[C@H]3C[C@@H](O[C@@H]3COP(=O)(O)O[C@H]4C[C@@H](O[C@@H]4COP(=O)(O)O[C@H]5C[C@@H](O[C@@H]5COP(=O)(O)O[C@H]6C[C@@H](O[C@@H]6COP(=O)(O)O[C@H]7C[C@@H](O[C@@H]7COP(=O)(O)O[C@H]8C[C@@H](O[C@@H]8COP(=O)(O)O[C@H]9C[C@@H](O[C@@H]9COP(=O)(O)O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)OC1CC(OC1CO)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C(=NC1=O)O)C)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C(=NC1=O)O)C)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C(=NC1=O)O)C)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C(=NC1=O)O)C)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1NC(=N)N=C2O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=C(C(=NC1=O)O)C)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1NC(=N)N=C2O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1NC(=N)N=C2O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=C(C(=NC1=O)O)C)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1NC(=N)N=C2O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1NC(=N)N=C2O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=C(C(=NC1=O)O)C)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1NC(=N)N=C2O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1NC(=N)N=C2O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=C(C(=NC1=O)O)C)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1NC(=N)N=C2O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1NC(=N)N=C2O)O
145994599,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)C5=CC=CC(=C5)CO[N+](=O)[O-])O)C)O
145994600,CC(C)C[C@@H](C(=NCC(=N[C@@H](CO)C(=N[C@@H](CC(C)C)C(=O)O)O)O)O)N=C([C@H](CCC(=O)O)N=C([C@H](CC1=CC=C(C=C1)O)N=C([C@H](CO)N=C([C@H](CC(=N)O)N=C([C@H](CC2=CC=CC=C2)N=C([C@H](CO)N=C([C@H](CSSC[C@@H](C(=N[C@@H](CC3=CC=C(C=C3)O)C(=NCC(=N[C@@H](CCCNC(=N)N)C(=N[C@@H](CCCCN)C(=N[C@@H](CCCCN)C(=N[C@@H](CCCNC(=N)N)C(=N[C@@H](CCCNC(=N)N)C(=N[C@@H](CCC(=N)O)C(=N[C@@H](CCCNC(=N)N)C(=N[C@@H](CCCNC(=N)N)C(=N[C@@H](CCCNC(=N)N)C(=O)O)O)O)O)O)O)O)O)O)O)O)O)N)N)O)O)O)O)O)O)O
145994602,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=N[C@@H](C)C(=N[C@@H](CC(C)C)C(=N[C@@H](CC(=O)O)C(=N[C@@H](CO)C(=N[C@@H](CC(C)C)C(=N[C@@H]([C@@H](C)O)C(=O)N2CCC[C@H]2C(=N[C@@H](C)C(=N[C@@H](CC(=N)O)C(=N[C@@H](CCC(=O)O)C(=N[C@@H](CC(=O)O)C(=O)O)O)O)O)O)O)O)O)O)O)O)N=C([C@H](C(C)C)N=C([C@H](CCCNC(=N)N)N=C([C@H](CC(C)C)N=C([C@H](CC(C)C)N=C([C@H](C)N=C([C@H](C(C)C)N=C(CN=C(CN=C(CN=C([C@H](CC(C)C)N=C([C@H](C(C)C)N)O)O)O)O)O)O)O)O)O)O)O
145994605,C([C@@H](C(=O)O)N)S.C([C@@H](C(=O)[O-])N)[S-].C(C(=O)O)N.[Fe+2]
145994606,C(C(=O)[O-])N.O.O.[Al+3].[Cl-].[Zr+4]
145994608,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.OP(=O)(O)OP(=O)(O)O.OP(=O)(O)OP(=O)(O)O.OP(=O)([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
145994616,C[C@H]1/C=C\C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)O)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C6CCCC6)\C
145994618,CC1C(=O)NC(C(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(CSSCC4C(=O)NCC(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCSC)CCC(=O)N)CC5=CNC=N5)CC(=O)O)C(C)O)C(C)O)CC6=CC=CC=C6)NC(=O)C7CCCN7C(=O)C(NC(=O)C(CSSCC(C(=O)N4)NC(=O)C(NC(=O)C(NC2=O)CC(=O)O)CC(=O)O)NC(=O)C(CCSC)N)CCSC)C(=O)NC(C(=O)NCC(=O)N8CCCC8C(=O)NC(C(=O)N3)CCC(=O)N)CC9=CC=C(C=C9)O)CCCCNC(=O)CCCCCN\1C2=C(C3=CC=CC=C3C=C2)C(/C1=C/C=C/C=C/C=C/C1=[N+](C2=C(C1(C)C)C1=CC=CC=C1C=C2)CCCCS(=O)(=O)[O-])(C)C)CCCNC(=N)N)CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)O)CC(C)C)CCCNC(=N)N)CCCNC(=N)N
145994622,C[C@H](C1C(=O)NC(CSSC[C@@H](C(=O)NC(C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)[C@@H](CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)O)CC(=O)O)CC(=O)O)C(=O)N[C@H](CO)[C@@H](C)O)O
145994867,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N.Cl
145994868,CC[C@@H](C)[C@@H](C(=O)N[C@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC6=CN=CN6)N
145994871,C1=C(NC=N1)C[C@@H](C(=O)O)[N-]C(=O)CC[NH-].[Zn+2]
145996605,C1=CC=C2C=C(C=CC2=C1)C[C@@H](C(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)C3=CC=C(C=C3)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)C4=CN=C(C=C4)[18F]
145996610,CC(C)C(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)NO)O)O
145996611,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCC(=O)NCCCO[C@@H]4[C@H]([C@@H]5O[C@@H]([C@H]4O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O[C@@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]1[C@@H]([C@H]([C@H](O5)[C@H](O1)CO)O)O)O)O)O)O)O)O)O)O)O)O)CO)O)/C=C/C1=C(/C(=C/C=C/2\C(C3=C(N2CCC(=O)NCCCO[C@@H]2[C@H]([C@H]4[C@H](O[C@@H]2O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]2[C@H](O[C@H](O4)[C@@H]([C@H]2O)O)CO)CO)CO)CO)CO)CO)CO)O)C=CC2=CC=CC=C23)(C)C)/CCC1)OC)C.[Cl-]
145996625,COC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2OC)OC)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3OC)OC)O[C@H]4[C@H](O[C@@H]([C@@H]([C@H]4OC)OC)O[C@H]5[C@@H]([C@H]([C@@H](O[C@H]5C(=O)[O-])O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6OS(=O)(=O)[O-])OS(=O)(=O)[O-])O[C@H]7[C@@H]([C@@H]([C@@H](O[C@H]7C(=O)[O-])O[C@@H]8[C@H](O[C@@H]([C@H]([C@H]8OC)OS(=O)(=O)[O-])OC)COS(=O)(=O)[O-])OC)OC)COS(=O)(=O)[O-])OC)OC)COS(=O)(=O)[O-])COC)COC)OC)OC)O[C@@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COC)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OC)OC)OC)OC)OC)OC)OC)OC)OC)OC.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
145996647,CC1=NN(C=C1)C2=CC(=C(C=C2)C(=O)N3CC[C@@](CC4=CC=CC=C43)(C)C(=O)N[C@@H](C)CO)C
145996738,CC(C)O.CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+].[Na+]
146014417,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH-].[Co+3]
146014792,C[C@H]([C@H]1C(=O)N[C@@H](CSSCC(C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)[C@@H](CC5=CC=CC=C5)NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)C(=O)N[C@H](CO)[C@@H](C)O)O
146014907,CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)N
146015336,C1=CC=C(C=C1)C2(C(=NC(=O)[NH2+]2)[O-])C3=CC=CC=C3
146015366,CCCCCN(C)CCC([OH2+])(P(=O)(O)O)P(=O)(O)[O-]
146015374,C(P(=O)([OH2+])[O-])(P(=O)([OH2+])[O-])(Cl)Cl
146018254,CCNS(=O)(=O)C1=CC=CC=C1NC2=NC=NC(=N2)NC3=CC(=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC
