PubCHEM,isosmiles
46930996,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C\3/C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O
46930997,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C\3/C=C4C=CC=CC4=N3)/N2)OC)C
46930998,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl
46930999,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC
46932299,CN(C)CC1CCOC1(C2=CC=CC=C2)C3=CC=CC=C3.Cl
46936829,CC(C)[C@H]([C@H](C1=NN=C(O1)C(C)(C)C)O)NC(=O)CN2C(=NC=C(C2=O)N)C3=CC=CC=C3
46937352,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C.C(=C\C(=O)O)\C(=O)O
46940575,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NC3=C(N=NS3)C4=CC=CC=C4)NC
46942257,C1=CC=C2C(=C1)C(=O)NS2(=O)=O.O.O.[Na]
46943432,CCNC(=O)C[C@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C
46944243,CCCCCC1=CC(=CC=C1)CC(=O)[O-].[Na+]
46944259,C[C@H](C1=C(C=NC=C1Cl)Cl)OC2=CC3=C(C=C2)NN=C3/C=C/C4=CN(N=C4)CCO
46947264,C1CC2COCC1N2C3=NC(=NC(=N3)N4CCOCC4)C5=CC=C(C=C5)NC(=O)NC6=CC=NC=C6
49763030,C1[C@H]2[C@@H]1C3=C(C2)C(=NN3)C(=O)O
49765254,CC(C)C1=C(C(=NN1)Cl)C2=NC(=NC=C2)NC3=NC=C(C=C3)N4CCC(CC4)N(C)C
49769200,C[C@@H]1[C@@H]2CCC([C@H]3C24C(OC1OC(=O)CCC(=O)O)O[C@](CC3)(OO4)C)C
49773361,CN1CC2CCC(C1)N2C(=O)[C@]34C[C@H]3C5=C(C=CC(=C5)OC)C6=C(C7=C(N6C4)C=C(C=C7)C(=O)NS(=O)(=O)N(C)C)C8CCCCC8
49778916,C(CC#N)CSC(=N)N.Cl
49779393,COC1=CC2=NC=CC(=C2C=C1)OC3=CC4=C(C=C3)C(=CC=C4)C(=O)NC5=CC=CC=C5N
49783923,C[C@@H]1CN(C[C@@H](O1)C)CC2=CN=C(O2)C3=C4C=NNC4=CC(=C3)C5=CC(=C(N=C5)OC)NS(=O)(=O)C
49784002,CC(C)N1CCN(CC1)CC2=CN=C(O2)C3=C4C=NNC4=CC(=C3)C5=C6C=CNC6=CC=C5
49784084,CC(C)N1CCN(CC1)CC2=CN=C(O2)C3=C4C=NNC4=CC(=C3)C5=C6C=CNC6=CC=C5.Cl
49784945,CS(=O)(=O)N1CCC2=C(N=C(N=C21)N3CCOCC3)C4=CN=C(N=C4)N
49785800,CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2N1C(=O)[C@@H]2[C@@H](C)O)S[C@H]3CCS(=O)C3
49787136,C[C@@H]1CC[C@H]([C@@H](C1)C(=O)N2C3=C(C=C(C=C3)OC)N(C2=O)CCN)C(C)C.Cl
49787172,COC1=CC=C(C=C1)[C@H]2C3=C(CCN2C(=O)OC4=CC=C(C=C4)Cl)C5=C(N3)C=CC(=C5)Cl
49787490,CC(C)(C1=CN(C(=N1)C(C)(C)C2=C(C=CC=C2Cl)Cl)C3=C(C=C(C=C3)C4=CC(=C(C(=C4)S(=O)(=O)C)CO)F)F)O
49789086,C1[C@@H](C([C@@]23N1C(=N[C@H]([C@@H]2N=C(N3)N)COC(=O)NS(=O)(=O)O)N)(O)O)OS(=O)(=O)O
49792850,CC1=NOC(=C1NC(=O)O[C@H](C)C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5(CC5)C(=O)O
49792852,CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCO
49799987,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
49799997,CN1[C@H]2CCC[C@H]1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl
49800000,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.O.Cl
49800003,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)[C@@H](C)O.OS(=O)(=O)O
49800004,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)[C@@H](C)O
49800006,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)[C@@H](CC5=CC=CC=C5)NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)N[C@H](CO)[C@@H](C)O)O.[111In+3]
49800014,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Ca+2].[169Yb]
49800024,C[C@@H](CC1=CC=CC=C1)N.C(CCC(=O)O)CC(=O)O
49800025,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O
49800026,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.[Fe]
49800043,C[C@@H](CC1=CC=CC=C1)N.C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O
49800045,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O.O
49800050,CCC(=O)O[C@H](C(C)C)O[P@@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3.[Na+]
49800058,Cl[111In](Cl)Cl
49800068,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C.O
49800073,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.Cl
49800096,CN(C)CCN(C)[C@@H]1CN2C3=C(C=CC(=C3)C(=O)O)C(=C2C4=CC=CC=C4OC1)C5CCCCC5
49800097,CCCCCC(=O)C[C@@H](/C=C\C/C=C\C/C=C\CCCC(=O)O)S
49801838,COC1=CC=C(C=C1)C2=NN=C(O2)C(=O)N3CC(C3)OC4=CC=C(C=C4)CN5CC6(C5)COC6
49802052,C[C@H]1[C@@H](C(=O)N(O1)CCC2=CN=CN2)NC(=O)C3=C(C(=CC=C3)O)O
49802864,C[C@@H](C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CCCC[C@@H]1CCSS1
49803145,CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5
49803313,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5
49806720,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C
49820554,COC(=O)C1=C2CN(CCN2C(=N1)C(F)(F)F)C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.OP(=O)(O)O
49827815,C[C@@]12CC[C@]3(CCC(CC3C1C(=O)C=C4[C@]2(CCC5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)C(=O)OC
49831257,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5
49831411,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=C1C=C(C=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
49834265,CC1=CC(=CC=C1)C2=C(N=C(O2)C)C(=O)NC3=NN(N=C3)CC4=NC(=CO4)C(C)(F)F
49835963,COC1=C(C=CC(=C1)CCNC[C@@H](C2=C3C=CC(=O)NC3=C(C=C2)O)O)OCCCS
49836020,CC[C@@H](C(=O)N1C[C@H](C[C@H]1CC2=C(NC3=C2C=CC(=C3)F)C4=C(C5=C(N4)C=C(C=C5)F)C[C@@H]6C[C@@H](CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC)O)O)NC(=O)[C@H](C)NC
49836057,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CN=C(C=C3)C4=CC=C(C=C4)OC(F)(F)F
49836058,CC1=CC(=C2C(=C1)[C@H](CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C
49836093,C1[C@]2(C3=CC=CC=C3N(C2=O)CC4=CC=C(O4)C(F)(F)F)C5=CC6=C(C=C5O1)OCO6
49837869,C1CCC(CC1)[C@@H](C(=O)NC2=C(C=C(C=C2)C(=O)O)F)N3C4=CC(=C(C=C4N=C3C5=CC=C(C=C5)Cl)F)F
49837938,CCCCCCCCCCCCC#CC#CCCCCCCCCC(=O)NCCOCCOCCOCCOCCOCCC(=O)NCCCCCO[C@@]1(C[C@@H]([C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O
49837968,C1[C@H]2CSC(=N[C@]2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N
49838259,CC1=C(C=CC(=C1)OCCOCCC(F)(F)P(=O)(O)O)CCC2=CC3=C4C=CC(=CC4=NC(=C3N=C2)N)CCC(=O)O
49839478,CS(=O)(=O)O.C1CN(NC=N1)C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl
49840531,CCN(CC)CCN1CCC2=C(C1=O)C(=C(N2)/C=C\3/C4=C(C=CC(=C4)F)NC3=O)C.C([C@@H](C(=O)O)O)C(=O)O
49840582,COC1=C(C2=C(C=C1)NC(=CC2=O)C3=CC(=CC=C3)F)OP(=O)(O)O
49841217,CC1=C(C(=CC=C1)F)C(=O)N2CCC[C@@H]([C@@H]2C3=CC=C(C=C3)NC4CCCC4)C(=O)NC5=CC(=C(C=C5)C)C(F)(F)F
49843471,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54
49843517,CCCCCCO[C@@H](C)C1=CC=CC(=C1OC)C2=CSC(=N2)NC(=O)C3=CC(=C(C(=C3)Cl)/C=C(\C)/C(=O)O)Cl
49843901,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCCCC(=O)O[C@H]3CN4CCC3CC4.Cl.Cl
49844195,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC(=C(C=C3C[C@H]2C(=O)O)OC)OC.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl.Cl
49846579,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
49846599,C1=CC2=C(C(=C1)Cl)N=C(C=C2)NC3=CC=C(C=C3)OC(F)(F)F
49848070,CN1C(=CC=N1)C2=NN=C(C3=CC=CC=C32)N4CCC(CC4)N(C)C(=O)C5=C(C=C(C=C5)F)C(F)(F)F
49849621,C=CC1=C(N2C([C@@H](C2=O)NC(=O)/C(=N/OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O
49849842,C1CN(CCN1CCCN2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl)C5=C6C=CC(=CC6=NC=C5)Cl.O.O.O.O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O
49852291,CCC(=O)N(C1=CC=CC=C1)C2(CC[NH+](CC2)CCC(=O)OC)C(=O)OC.[Cl-]
49852292,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
49852294,CC[NH+](CC)CC(=O)NC1=C(C=CC=C1C)C.[Cl-]
49852363,CC1=CC=CC=C1C(C2=CC=CC=C2)OCC[NH+](C)C.[Cl-]
49852367,C[NH2+][C@@]1(CCCCC1=O)C2=CC=CC=C2Cl.[Cl-]
49852403,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-]
49853406,CC(C(=O)C1=CC=C(C=C1)F)NC
49853967,CC(C)S(=O)(=O)N[C@H]1COC[C@H]1OC2=CC=C(C=C2)C3=CC=C(S3)C#N
49855250,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)/C=C/C(=O)NO
49855308,CC1=C(C=CC(=C1)C2=CC=CC=C2[C@@H](C)OC[C@@H](CNC(C)(C)CC3=CC(=C(C=C3)Cl)F)O)C(=O)O.CC1=C(C=CC(=C1)C2=CC=CC=C2[C@@H](C)OC[C@@H](CNC(C)(C)CC3=CC(=C(C=C3)Cl)F)O)C(=O)O.OS(=O)(=O)O
49856296,CC1(C2=NC(=C(N2CCN1C(=O)CN)NC3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C
49857317,C1[C@@H]2[C@@H](C2NCC3=NC4=C(C=C3)C=C(C=C4)F)CN1C5=NC=C(C=N5)C(=O)NO
49865963,CC1=CC2=C([C@@H]3[C@@H]4[C@@H]5C6=C(C(=C7C(=C6[C@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O
49867926,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3NC5=CC(=CC(=C5)OC)OC)OC
49867930,CC(C)(C(=O)NCC(C(F)(F)F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C3=CC=CC=C3NC1=O
49867937,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=C(C(=O)C3=C(O2)C=C(C=C3)Cl)CC4=CC=CC=C4)C(C)C.Cl
49867938,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N(C(C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
49867940,CC1(CC[C@@H]([C@]23[C@@H]1[C@@H]([C@]([C@]45C2CC[C@H]([C@H]4O)C(=C)C5=O)(OC3)O)O)O)C
49867944,CC(C)(C)/[N+](=C/C1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])/[O-].[Na+].[Na+]
49868036,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+2]
49870909,C1COCCN1CC2=CNC(=C2)/C=C\3/C4=C(C=CC(=C4)CN5C(=O)CSC5=O)NC3=O
49871007,CCO[C@@H]1CC2=C([C@H]1N3CCN(C[C@@H]3C)C4(CCN(CC4)C(=O)C5=C(N=CN=C5C)C)C)C=CC(=C2)C(F)(F)F
49871869,CC1=C(C=NC=C1)N2CCN(C2=O)C3=CC(=NC=C3)Cl
49871973,CCC1=C(C(=CC(=C1)C2=NOC(=N2)C3=CC(=NC(=C3)OC)C4CCCC4)C)OC[C@H](CO)O
50878546,[2H]C([2H])(C([2H])([2H])OC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC([2H])([2H])C([2H])([2H])OC)OC.Cl
50898407,CC(=CCC/C(=C/CC[C@]1([C@H](CC2=C(C=C3C(=C2O1)CN(C3=O)CCC[C@@H](C(=O)O)N4CC5=C6C(=C(C=C5C4=O)O)C[C@@H]([C@](O6)(C)CC/C=C(\C)/CCC=C(C)C)O)O)O)C)/C)C
50899324,C1=CC=C(C=C1)CCC2=CC(=O)C(=C3N2NC=N3)C(=O)NCC(=O)O
50899470,[11CH3]NC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)N
50902259,CC(C)OC(=O)CCC[C@H]1CC[C@H]2[C@H](C[C@H]([C@@H]2/C=C/[C@H](COC3=C(C=CC(=C3)F)F)O)O)OC1
50905713,C[C@@H](C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
50912415,C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O.[Fe]
50912739,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co]
50914062,C[C@H]1CN([C@]12CCN(C2)C3=NC=NC4=C3C=CN4)C(=O)CC#N
50914801,CC1=CC(=NN1C2=CC3=CC=CC=C3C=C2)OCCN4CCOCC4.Cl
50914822,CC1=CC=C(C=C1)C2=NC=C(C=C2)O[C@H]3CN4CCC3CC4
50915138,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C(C(F)(F)F)(F)F)O)C5=CC=C(C=C5)S(=O)(=O)C
50919618,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co+2]
50922675,C[C@@H](CNC1=NC=CC(=N1)C2=CN(N=C2C3=C(C(=CC(=C3)Cl)NS(=O)(=O)C)F)C(C)C)NC(=O)OC
50922680,CC(C)CCNC1=C(C=CC=N1)C(=O)N2CCN(CC2)CC3=CC=CC=C3.OP(=O)(O)O
50922681,CC(C)CCNC1=C(C=CC=N1)C(=O)N2CCN(CC2)CC3=CC=CC=C3
50922691,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6
50923862,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)C/C=C(\CO)/C4=CC=C(C=C4)F)O
50925403,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
50935334,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2]
50937472,COC1=CC(=C(C=C1CCNCC2=CC=CC=C2O[11CH3])OC)Br
50938612,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO[C@]5([C@H]([C@@H]([C@H](O5)CO)O)O)CO[C@]6([C@H]([C@@H]([C@H](O6)CO)O)O)CO)O)O)O)O
50939297,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5[C@@]6([C@@H](C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OCCO)C(=C3C)CCC(=O)OCCO)C=C
50943003,C1CC1C2=C(C(=NO2)C3=C(C=CC=C3Cl)Cl)COC4=CC(=C(C=C4)C5CC5C6=CC=C(C=C6)C(=O)O)Cl
50985821,C1CC(CCC1N2C=NC3=C(C2=N)C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)O
50990717,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO
50990896,CC(CC(C)(O)O)(O)O
50992433,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O.CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O.O
50992434,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5.CS(=O)C
51001696,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)C(F)(F)F
51001932,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C
51003457,CCCCCCCOC(=O)NC1=NCN(C(=O)N1)[C@H]2C[C@@H]([C@H](O2)CO)O
51026956,CN1[C@@H]2C[C@H](C[C@H]1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3
51030730,C1=CC=C(C=C1)C2=C3C(=CC=C2)N=C(N=C3NCC4=CC=CC=N4)C5=CC(=CN=C5)S(=O)(=O)N
51030870,CCCOC1=CC=C(C=C1)[C@H]2CNC(=O)N2C3=CC4=C(C=C3)N=CN4
51030988,CC1=C(C(=O)OC2=C1C=CC(=C2)OC3=NC=CC=N3)CC4=C(C(=NC=C4)[N-]S(=O)(=O)NC)F.[K+]
51033608,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
51033609,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O.CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl.C1=CC=C(C=C1)S(=O)(=O)O
51035962,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C.C(=C/C(=O)O)\C(=O)O
51036475,CCCC1=C(NN(C1=O)C2=CC=CC=N2)C3=CC=CC=C3
51037069,CC(C)OC1=CC=C(C=C1)C2=NC3=C(C(=N2)O[C@@H]4C[C@H]5C(=O)N[C@@]6(C[C@H]6/C=C\CCCCC[C@@H](C(=O)N5C4)NC(=O)OC7CCCC7)C(=O)NS(=O)(=O)C8(CC8)C)OC9=CC=CC=C93
51038269,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CC5=C(NN=C5)N=C4
51038315,CN1C=NC(=C1C[N+](C)(C)C/C=C/C(=O)NC2=NC=C3C(=C2)C(=NC=N3)NC4=CC(=C(C=C4)Cl)Br)[N+](=O)[O-].[Br-]
51038316,CN1C=NC(=C1C[N+](C)(C)C/C=C/C(=O)NC2=NC=C3C(=C2)C(=NC=N3)NC4=CC(=C(C=C4)Cl)Br)[N+](=O)[O-]
51039030,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/[C@H]5CCCN5C
51039094,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5
51039095,C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
51039100,CC(C)N1C=C(C2=C1C=CC(=C2)N3C=C(C=N3)C(=O)O)C#N
51039119,CC(=O)N[C@@H]1C[C@@H](CC[C@@H]1N2CC[C@@H](C2=O)NC3=NC=NC4=CC(=NN43)C(C)(C)C)NC(C)(C)C
